tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	treatment_ac_field	measurement_positions	er_citation_names	magic_software_packages	measurement_temp	measurement_magn_moment	measurement_sd_y	measurement_inc	measurement_description	measurement_sd_z	measurement_dec	measurement_sd_x	measurement_csd	magic_instrument_codes	treatment_temp	treatment_dc_field	magic_method_codes	measurement_flag
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	1.19e-06	6.45e-09	-10.5		1.05e-08	097.2	4.71e-08	2.3	hargrave 2015-01-22 10:11:51	773.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	1.16e-06	5.13e-09	-10.0		1.17e-08	095.4	1.22e-08	0.8	hargrave 2015-01-22 15:16:51	788.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	1.13e-06	4.66e-09	-09.7		1.14e-08	096.2	6.73e-09	0.7	hargrave 2015-01-22 21:22:06	803.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	1.04e-06	6.34e-09	-09.5		9.04e-09	096.1	4.74e-08	2.7	hargrave 2015-01-28 15:55:30	818.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	1.01e-06	4.59e-09	-09.0		1.14e-08	096.7	1.34e-08	1.0	hargrave 2015-01-29 15:05:08	823.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	9.44e-07	5.36e-09	-09.0		7.93e-09	097.6	2.81e-08	1.8	hargrave 2015-01-30 16:14:37	828.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	8.42e-07	3.25e-09	-09.0		8.55e-09	098.3	1.54e-08	1.2	hargrave 2015-02-02 17:03:29	833.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	7.18e-07	2.97e-09	-07.9		8.22e-09	097.9	1.02e-08	1.0	hargrave 2015-02-03 16:11:44	838.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	5.07e-07	1.79e-09	-04.3		6.31e-09	100.9	4.53e-09	0.9	hargrave 2015-02-05 10:03:19	843.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	4.84e-07	2.10e-09	-03.9		6.68e-09	102.1	6.52e-09	1.1	hargrave 2015-02-05 18:04:29	846.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	4.03e-07	2.76e-09	00.5		7.59e-09	107.1	9.11e-09	1.7	hargrave 2015-02-06 16:02:29	849.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	3.15e-07	1.29e-09	02.9		8.06e-09	106.6	3.80e-09	1.6	hargrave 2015-02-09 18:26:27	852.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	2.90e-07	1.02e-09	04.7		8.97e-09	109.6	2.25e-09	1.8	hargrave 2015-02-10 14:53:54	855.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	26	0	1	This study	pmagpy-3.2.1	273	2.56e-07	1.72e-09	05.8		8.71e-09	107.8	5.65e-09	2.3	hargrave 2015-02-11 12:38:20	858.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	27	0	1	This study	pmagpy-3.2.1	273	2.49e-07	1.60e-09	04.5		1.07e-08	111.8	2.42e-09	2.5	hargrave 2015-02-12 13:02:09	863.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	28	0	1	This study	pmagpy-3.2.1	273	2.33e-07	2.53e-09	03.7		1.24e-08	112.9	2.64e-09	3.1	hargrave 2015-02-12 20:17:52	883.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	29	0	1	This study	pmagpy-3.2.1	273	1.76e-07	1.67e-09	04.3		1.37e-08	112.1	3.63e-09	4.6	hargrave 2015-02-13 18:58:18	903.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	30	0	1	This study	pmagpy-3.2.1	273	1.10e-07	2.63e-09	05.9		8.04e-09	108.3	3.82e-09	4.7	hargrave 2015-02-17 09:38:00	923.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	31	0	1	This study	pmagpy-3.2.1	273	8.62e-08	1.92e-09	00.3		7.97e-09	107.0	4.70e-09	5.9	hargrave 2015-02-18 09:37:52	933.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	32	0	1	This study	pmagpy-3.2.1	273	3.60e-08	1.46e-09	02.8		8.66e-09	129.9	1.25e-09	13.6	hargrave 2015-02-18 18:57:24	943.0	0	LT-T-Z:LP-DIR-T	b
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	33	0	1	This study	pmagpy-3.2.1	273	3.47e-08	1.53e-09	-18.1		1.40e-09	120.5	1.18e-09	3.7	hargrave 2015-02-19 09:51:35	943.0	0	LT-T-Z:LP-DIR-T	g
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	34	0	1	This study	pmagpy-3.2.1	273	2.66e-08	1.46e-09	01.8		6.64e-09	184.7	3.58e-09	14.5	hargrave 2015-02-20 11:01:12	953.0	0	LT-T-Z:LP-DIR-T	b
Z52.5a	Z52.5	Z52	Khukh_Davaa	Z52.5a:LP-DIR-T	35	0	1	This study	pmagpy-3.2.1	273	2.30e-08	1.84e-09	-03.9		1.72e-09	188.8	8.49e-10	6.3	hargrave 2015-02-20 11:13:16	953.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	8.25e-07	4.59e-09	26.5		1.72e-08	101.4	9.16e-09	1.2	hargrave 2014-11-19 15:20:21	273	0	LT-NO:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	1.18e-06	1.47e-08	-13.7		1.63e-08	042.8	1.14e-08	1.2	hargrave 2014-11-24 17:00:16	77	0	LT-LT-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	1.35e-06	2.38e-07	-08.0		1.37e-07	047.5	9.63e-09	9.5	hargrave 2014-12-03 16:40:35	373.0	0	LT-T-Z:LP-DIR-T	b
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	1.25e-06	1.39e-08	-14.8		2.78e-08	039.3	8.81e-09	1.4	hargrave 2015-01-07 13:31:15	423.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	1.27e-06	1.83e-08	-15.3		2.69e-08	039.2	1.59e-08	1.6	hargrave 2015-01-09 15:16:02	473.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	1.30e-06	2.84e-08	-15.1		2.56e-08	038.7	2.56e-08	2.0	hargrave 2015-01-12 16:00:52	523.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	1.32e-06	1.80e-08	-15.1		2.31e-08	038.5	1.08e-08	1.3	hargrave 2015-01-13 14:39:34	573.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	1.29e-06	1.38e-08	-14.9		2.43e-08	037.0	1.06e-08	1.3	hargrave 2015-01-14 18:53:23	623.0	0	LT-T-Z:LP-DIR-T	b
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	1.28e-06	1.67e-08	-13.7		1.77e-08	039.5	1.09e-08	1.2	hargrave 2015-01-16 15:26:15	673.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	1.27e-06	5.91e-08	-13.0		1.77e-08	040.8	4.64e-08	3.5	hargrave 2015-01-19 14:11:01	698.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	1.26e-06	1.72e-08	-12.3		1.42e-08	038.7	1.44e-08	1.2	hargrave 2015-01-20 20:01:48	723.0	0	LT-T-Z:LP-DIR-T	b
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	1.24e-06	1.11e-08	-10.9		1.48e-08	041.9	7.94e-09	0.9	hargrave 2015-01-21 13:38:40	748.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	1.21e-06	2.08e-08	-09.9		1.27e-08	044.5	1.87e-08	1.4	hargrave 2015-01-22 10:13:10	773.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	1.18e-06	2.12e-08	-08.3		1.20e-08	043.3	1.98e-08	1.5	hargrave 2015-01-22 15:18:10	788.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	1.14e-06	9.67e-09	-07.1		1.03e-08	045.5	7.81e-09	0.8	hargrave 2015-01-22 21:23:24	803.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	9.96e-07	8.58e-09	-04.9		9.55e-09	045.8	8.51e-09	0.9	hargrave 2015-01-28 15:57:00	818.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	9.58e-07	1.64e-08	-04.8		6.40e-09	045.6	1.75e-08	1.5	hargrave 2015-01-29 15:06:34	823.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	8.65e-07	1.17e-08	-02.7		7.45e-09	048.3	1.29e-08	1.2	hargrave 2015-01-30 16:16:07	828.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	7.17e-07	1.26e-08	02.7		7.05e-09	050.3	1.28e-08	1.5	hargrave 2015-02-02 17:05:04	833.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	4.57e-07	2.71e-09	17.2		2.28e-09	063.2	3.11e-09	0.6	hargrave 2015-02-03 16:13:10	838.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	3.17e-07	3.47e-09	36.6		1.39e-09	086.7	1.11e-08	2.1	hargrave 2015-02-05 10:04:45	843.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	2.84e-07	1.67e-09	35.4		2.66e-09	088.0	5.26e-09	1.2	hargrave 2015-02-05 18:05:55	846.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	2.69e-07	1.93e-09	31.4		2.92e-09	085.1	2.31e-09	0.7	hargrave 2015-02-06 16:03:57	849.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	1.98e-07	2.14e-09	39.4		1.87e-09	087.0	3.72e-09	1.2	hargrave 2015-02-09 18:28:14	852.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	2.00e-07	1.32e-09	33.8		4.78e-09	107.4	3.74e-09	1.6	hargrave 2015-02-10 14:55:50	855.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	26	0	1	This study	pmagpy-3.2.1	273	1.76e-07	1.56e-09	41.0		2.04e-09	094.6	1.69e-09	0.8	hargrave 2015-02-11 12:40:07	858.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	27	0	1	This study	pmagpy-3.2.1	273	1.35e-07	2.30e-09	40.3		3.13e-09	107.7	4.43e-09	2.2	hargrave 2015-02-12 13:03:56	863.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	28	0	1	This study	pmagpy-3.2.1	273	1.62e-07	1.61e-09	34.8		6.17e-09	098.0	2.13e-09	1.8	hargrave 2015-02-12 20:19:38	883.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	29	0	1	This study	pmagpy-3.2.1	273	8.04e-08	1.56e-09	61.5		5.18e-09	064.8	2.53e-09	1.7	hargrave 2015-02-13 18:59:49	903.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	30	0	1	This study	pmagpy-3.2.1	273	6.28e-08	9.71e-10	41.9		1.73e-09	082.4	9.04e-10	1.3	hargrave 2015-02-17 09:39:30	923.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	31	0	1	This study	pmagpy-3.2.1	273	2.10e-08	7.12e-10	-02.7		3.16e-09	149.4	2.68e-09	9.5	hargrave 2015-02-18 09:39:22	933.0	0	LT-T-Z:LP-DIR-T	g
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	32	0	1	This study	pmagpy-3.2.1	273	6.04e-08	1.71e-09	13.6		4.65e-09	139.1	1.72e-09	4.9	hargrave 2015-02-18 18:58:54	943.0	0	LT-T-Z:LP-DIR-T	b
Z52.6a	Z52.6	Z52	Khukh_Davaa	Z52.6a:LP-DIR-T	33	0	1	This study	pmagpy-3.2.1	273	4.14e-08	8.63e-10	17.6		2.46e-09	278.5	1.46e-09	4.1	hargrave 2015-02-20 11:02:38	953.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	1.41e-06	1.16e-08	00.7		8.68e-09	060.2	1.36e-08	0.8	hargrave 2014-11-19 15:21:51	273	0	LT-NO:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	1.49e-06	9.83e-08	-02.0		7.19e-09	048.8	1.15e-07	5.8	hargrave 2014-11-24 17:01:53	77	0	LT-LT-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	1.34e-06	2.28e-07	-07.2		1.24e-07	048.2	1.34e-08	8.8	hargrave 2014-12-03 16:42:12	373.0	0	LT-T-Z:LP-DIR-T	b
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	4	0	1	This study	pmagpy-3.2.1	273	1.51e-06	8.26e-09	-02.6		1.00e-08	053.4	7.65e-09	0.5	hargrave 2015-01-07 13:33:11	423.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	5	0	1	This study	pmagpy-3.2.1	273	1.51e-06	1.44e-08	-02.5		8.53e-09	053.7	1.89e-08	0.9	hargrave 2015-01-09 15:17:32	473.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	6	0	1	This study	pmagpy-3.2.1	273	1.52e-06	1.03e-08	-02.6		1.10e-08	052.3	1.07e-08	0.6	hargrave 2015-01-12 16:02:32	523.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	7	0	1	This study	pmagpy-3.2.1	273	1.52e-06	2.20e-08	-02.4		7.95e-09	054.1	2.19e-08	1.2	hargrave 2015-01-13 14:41:10	573.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	8	0	1	This study	pmagpy-3.2.1	273	1.51e-06	1.81e-08	-01.7		1.35e-08	052.9	1.20e-08	0.9	hargrave 2015-01-14 18:54:53	623.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	9	0	1	This study	pmagpy-3.2.1	273	1.51e-06	3.37e-08	-01.2		6.22e-09	052.9	4.75e-08	2.2	hargrave 2015-01-16 15:27:41	673.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	10	0	1	This study	pmagpy-3.2.1	273	1.50e-06	1.16e-08	-00.6		6.21e-09	055.0	1.26e-08	0.6	hargrave 2015-01-19 14:12:31	698.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	11	0	1	This study	pmagpy-3.2.1	273	1.50e-06	1.79e-08	00.1		6.46e-09	054.9	1.63e-08	0.9	hargrave 2015-01-20 20:03:05	723.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	12	0	1	This study	pmagpy-3.2.1	273	1.48e-06	1.45e-08	01.0		5.82e-09	056.6	2.30e-08	1.0	hargrave 2015-01-21 13:39:56	748.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	13	0	1	This study	pmagpy-3.2.1	273	1.46e-06	4.56e-08	02.6		5.92e-09	057.2	6.13e-08	3.0	hargrave 2015-01-22 10:14:27	773.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	14	0	1	This study	pmagpy-3.2.1	273	1.45e-06	1.04e-08	03.7		5.45e-09	056.3	1.23e-08	0.6	hargrave 2015-01-22 15:19:28	788.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	15	0	1	This study	pmagpy-3.2.1	273	1.42e-06	1.29e-08	05.3		5.84e-09	056.7	2.16e-08	1.0	hargrave 2015-01-22 21:24:40	803.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	16	0	1	This study	pmagpy-3.2.1	273	1.30e-06	9.01e-09	07.1		5.98e-09	056.5	1.50e-08	0.8	hargrave 2015-01-28 15:58:27	818.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	17	0	1	This study	pmagpy-3.2.1	273	1.24e-06	9.28e-09	08.9		4.43e-09	059.2	7.95e-09	0.6	hargrave 2015-01-29 15:08:01	823.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	18	0	1	This study	pmagpy-3.2.1	273	1.15e-06	1.18e-08	10.2		7.39e-09	060.1	1.40e-08	1.0	hargrave 2015-01-30 16:17:34	828.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	19	0	1	This study	pmagpy-3.2.1	273	9.76e-07	8.52e-09	13.6		5.75e-09	060.2	1.74e-08	1.2	hargrave 2015-02-02 17:06:35	833.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	20	0	1	This study	pmagpy-3.2.1	273	6.65e-07	4.90e-09	23.0		4.09e-09	063.0	4.96e-09	0.7	hargrave 2015-02-03 16:14:37	838.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	21	0	1	This study	pmagpy-3.2.1	273	3.86e-07	3.44e-09	33.8		4.77e-09	073.5	4.56e-09	1.1	hargrave 2015-02-05 10:06:12	843.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	22	0	1	This study	pmagpy-3.2.1	273	3.58e-07	3.07e-09	33.9		5.92e-09	072.5	4.34e-09	1.2	hargrave 2015-02-05 18:07:22	846.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	23	0	1	This study	pmagpy-3.2.1	273	3.16e-07	3.29e-09	33.7		6.64e-09	073.8	4.54e-09	1.5	hargrave 2015-02-06 16:05:26	849.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	24	0	1	This study	pmagpy-3.2.1	273	2.49e-07	1.69e-09	35.1		5.86e-09	070.0	4.36e-09	1.6	hargrave 2015-02-09 18:30:01	852.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	25	0	1	This study	pmagpy-3.2.1	273	1.98e-07	2.19e-09	37.0		7.91e-09	086.5	4.38e-09	2.5	hargrave 2015-02-10 14:57:38	855.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	26	0	1	This study	pmagpy-3.2.1	273	1.62e-07	1.55e-09	43.5		5.69e-09	067.0	3.31e-09	2.1	hargrave 2015-02-11 12:41:55	858.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	27	0	1	This study	pmagpy-3.2.1	273	1.60e-07	1.24e-09	35.5		8.36e-09	091.1	4.75e-09	3.1	hargrave 2015-02-12 13:05:43	863.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	28	0	1	This study	pmagpy-3.2.1	273	1.32e-07	1.34e-09	33.7		9.43e-09	091.2	2.50e-09	3.6	hargrave 2015-02-12 20:21:25	883.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	29	0	1	This study	pmagpy-3.2.1	273	9.62e-08	1.17e-09	36.0		1.01e-08	098.6	1.49e-09	5.1	hargrave 2015-02-13 19:01:25	903.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	30	0	1	This study	pmagpy-3.2.1	273	6.54e-08	1.47e-09	35.0		6.23e-09	108.0	8.57e-10	4.0	hargrave 2015-02-17 09:40:57	923.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	31	0	1	This study	pmagpy-3.2.1	273	5.32e-08	9.48e-10	22.5		5.78e-09	128.4	2.99e-09	5.3	hargrave 2015-02-18 09:40:48	933.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	32	0	1	This study	pmagpy-3.2.1	273	4.07e-08	2.19e-09	13.6		6.47e-09	161.1	8.18e-10	9.1	hargrave 2015-02-18 19:00:28	943.0	0	LT-T-Z:LP-DIR-T	g
Z52.7a	Z52.7	Z52	Khukh_Davaa	Z52.7a:LP-DIR-T	33	0	1	This study	pmagpy-3.2.1	273	4.29e-08	1.90e-09	07.8		5.10e-09	165.4	2.78e-09	6.4	hargrave 2015-02-20 11:04:05	953.0	0	LT-T-Z:LP-DIR-T	g
Z52.8a	Z52.8	Z52	Khukh_Davaa	Z52.8a:LP-DIR-T	1	0	1	This study	pmagpy-3.2.1	273	9.43e-07	7.35e-09	19.5		5.17e-09	046.5	6.83e-09	0.7	hargrave 2014-11-19 15:23:23	273	0	LT-NO:LP-DIR-T	g
Z52.8a	Z52.8	Z52	Khukh_Davaa	Z52.8a:LP-DIR-T	2	0	1	This study	pmagpy-3.2.1	273	9.00e-07	1.51e-08	17.8		6.50e-09	049.3	1.88e-08	1.6	hargrave 2014-11-24 17:03:48	77	0	LT-LT-Z:LP-DIR-T	g
Z52.8a	Z52.8	Z52	Khukh_Davaa	Z52.8a:LP-DIR-T	3	0	1	This study	pmagpy-3.2.1	273	9.05e-07	4.38e-09	17.8		4.57e-09	047.7	4.43e-09	0.5	hargrave 2014-12-03 16:44:07	373.0	0	LT-T-Z:LP-DIR-T	b
