tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-01-30 16:35:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	128.2		g	-40.7	3.32e-06	22	1	5.84e-08	3.41e-08	4.57e-08	273	0	0	843.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-02 17:24:13	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	129.5		g	-40.6	2.63e-06	23	1	7.03e-08	2.42e-08	4.17e-08	273	0	0	846.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-03 16:30:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	126.3		g	-38.2	2.19e-06	24	1	5.97e-08	2.21e-08	3.59e-08	273	0	0	849.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-04 18:53:16	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	129.3		g	-36.5	1.30e-06	25	1	3.66e-08	1.55e-08	1.93e-08	273	0	0	852.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-05 18:24:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	127.3		g	-36.3	1.04e-06	26	1	2.05e-08	8.36e-09	1.91e-08	273	0	0	855.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-09 14:27:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.7	238.3		b	-35.1	5.12e-09	27	1	2.01e-10	1.62e-10	1.99e-10	273	0	0	858.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-10 11:25:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	129.7		g	-34.4	5.69e-07	28	1	1.10e-08	6.04e-09	8.55e-09	273	0	0	863.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-10 17:54:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	132.5		g	-29.1	4.16e-07	29	1	9.75e-09	3.90e-09	7.61e-09	273	0	0	883.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-12 16:07:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	126.0		g	-30.2	3.84e-07	30	1	2.94e-09	4.46e-09	6.79e-09	273	0	0	903.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-13 19:17:16	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	135.5		g	-27.8	3.53e-07	31	1	9.79e-09	4.42e-09	8.82e-09	273	0	0	923.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-17 11:50:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	131.0		g	-29.3	3.07e-07	32	1	2.26e-09	3.35e-09	5.47e-09	273	0	0	933.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-18 10:19:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	130.3		g	-24.8	2.35e-07	33	1	7.08e-09	2.84e-09	5.20e-09	273	0	0	943.0
This study	unknown	Z56.1	Z56	Z56.1a	Z56.1a:LP-DIR-T	hargrave 2015-02-19 12:21:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.2	143.0		g	-35.6	7.61e-08	34	1	2.14e-09	1.05e-09	1.68e-09	273	0	0	953.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-11-10 11:17:52	LT-NO:LP-DIR-T	pmagpy-3.2.1	3.7	093.1		g	-22.3	4.32e-06	1	1	2.77e-07	1.38e-08	1.80e-08	273	0	0	273
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-11-24 12:57:09	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	0.7	092.4		g	-21.9	4.37e-06	2	1	3.37e-08	2.49e-08	3.92e-08	273	0	0	77
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-12-01 12:33:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	089.6		g	-22.9	4.52e-06	3	1	7.85e-08	2.39e-08	3.89e-08	273	0	0	373.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-12-01 19:46:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	086.5		g	-23.5	4.75e-06	4	1	3.69e-08	2.94e-08	3.77e-08	273	0	0	423.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-12-03 14:03:30	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	087.4		g	-23.2	4.74e-06	5	1	9.75e-08	2.83e-08	3.60e-08	273	0	0	473.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-12-04 21:51:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	088.3		g	-23.0	4.29e-06	6	1	8.02e-08	1.91e-08	3.55e-08	273	0	0	523.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-12-05 16:24:27	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	089.1		g	-22.2	4.01e-06	7	1	7.23e-08	2.16e-08	3.31e-08	273	0	0	573.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-12-08 10:51:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	092.4		g	-21.8	4.33e-06	8	1	5.46e-08	2.64e-08	3.96e-08	273	0	0	623.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-12-08 17:52:11	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	091.1		g	-21.0	4.37e-06	9	1	7.41e-08	2.92e-08	3.20e-08	273	0	0	673.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-12-17 22:35:34	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.4	084.5		b	-20.6	4.31e-06	10	1	4.80e-07	6.84e-08	4.21e-08	273	0	0	698.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2014-12-17 22:47:25	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	6.4	084.4		b	-20.6	4.31e-06	11	1	4.76e-07	6.77e-08	4.08e-08	273	0	0	698.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-09 15:35:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	092.6		g	-20.2	4.25e-06	12	1	4.70e-08	2.56e-08	3.51e-08	273	0	0	723.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-12 14:35:00	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	095.3		g	-19.4	4.13e-06	13	1	1.05e-07	3.26e-08	3.02e-08	273	0	0	748.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-13 14:46:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	095.2		g	-18.9	4.01e-06	14	1	3.57e-08	2.55e-08	2.92e-08	273	0	0	773.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-14 19:14:01	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	092.5		b	-18.7	3.89e-06	15	1	4.08e-08	2.59e-08	2.81e-08	273	0	0	788.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-19 15:44:03	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.7	095.9		g	-18.5	3.78e-06	16	1	3.77e-07	3.27e-08	3.06e-08	273	0	0	803.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-20 17:20:26	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	099.3		g	-17.8	3.60e-06	17	1	1.22e-07	1.78e-08	2.73e-08	273	0	0	818.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-21 10:36:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	101.9		g	-17.4	3.48e-06	18	1	1.42e-07	2.51e-08	2.84e-08	273	0	0	823.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-22 10:31:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	100.2		g	-16.9	3.30e-06	19	1	1.59e-07	2.52e-08	2.73e-08	273	0	0	828.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-28 16:17:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	099.0		g	-15.3	2.91e-06	20	1	7.82e-08	2.79e-08	2.50e-08	273	0	0	833.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-29 16:38:53	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.0	097.1		g	-15.4	2.47e-06	21	1	8.20e-08	2.19e-08	2.02e-08	273	0	0	838.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-01-30 16:37:18	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	099.0		g	-15.3	2.04e-06	22	1	6.19e-08	2.15e-08	1.68e-08	273	0	0	843.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-02 17:25:40	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.3	099.1		g	-13.8	1.67e-06	23	1	9.39e-08	2.26e-08	1.19e-08	273	0	0	846.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-03 16:32:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	098.7		g	-12.7	1.36e-06	24	1	1.34e-08	9.05e-09	9.99e-09	273	0	0	849.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-04 18:54:52	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	101.6		g	-11.6	1.00e-06	25	1	1.00e-08	5.27e-09	6.26e-09	273	0	0	852.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-05 18:26:20	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	097.9		g	-12.0	9.28e-07	26	1	1.06e-08	4.36e-09	5.39e-09	273	0	0	855.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-09 14:29:22	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	5.4	200.3		b	-23.4	6.31e-09	27	1	2.23e-10	2.24e-10	5.33e-10	273	0	0	858.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-10 11:27:28	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	100.1		g	-09.3	6.93e-07	28	1	3.31e-08	6.58e-09	4.40e-09	273	0	0	863.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-10 17:56:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	100.7		g	-05.4	5.30e-07	29	1	9.20e-09	2.53e-09	2.81e-09	273	0	0	883.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-12 16:08:55	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	098.4		g	-05.9	4.53e-07	30	1	3.81e-09	2.06e-09	2.23e-09	273	0	0	903.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-13 19:19:07	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	105.6		g	-05.6	3.98e-07	31	1	5.89e-09	2.26e-09	1.20e-09	273	0	0	923.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-17 11:52:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	108.0		g	-07.4	3.34e-07	32	1	6.44e-09	2.40e-09	1.72e-09	273	0	0	933.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-18 10:21:24	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	105.5		g	-04.7	2.72e-07	33	1	4.73e-09	1.80e-09	8.55e-10	273	0	0	943.0
This study	unknown	Z56.2	Z56	Z56.2a	Z56.2a:LP-DIR-T	hargrave 2015-02-19 12:23:09	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	104.6		g	-06.9	7.66e-08	34	1	2.48e-09	5.53e-10	4.78e-10	273	0	0	953.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-11-10 11:21:04	LT-NO:LP-DIR-T	pmagpy-3.2.1	2.9	015.7		g	53.9	8.17e-06	1	1	7.14e-08	4.10e-07	3.60e-08	273	0	0	273
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-11-24 12:59:09	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	1.1	014.9		g	53.1	8.22e-06	2	1	1.16e-07	8.28e-08	6.32e-08	273	0	0	77
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-12-01 12:34:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	014.1		g	52.0	8.39e-06	3	1	1.22e-07	1.45e-07	6.10e-08	273	0	0	373.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-12-01 19:48:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	012.2		g	50.1	9.21e-06	4	1	7.22e-08	1.99e-07	8.59e-08	273	0	0	423.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-12-03 14:05:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	012.1		g	50.0	9.12e-06	5	1	7.93e-08	6.52e-08	5.53e-08	273	0	0	473.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-12-04 21:53:54	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	013.3		g	50.1	8.42e-06	6	1	1.23e-07	1.24e-07	6.60e-08	273	0	0	523.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-12-05 16:28:33	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	015.6		g	53.0	8.23e-06	7	1	7.76e-08	4.94e-08	5.12e-08	273	0	0	573.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-12-08 10:56:58	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.7	018.1		g	54.5	8.20e-06	8	1	7.38e-08	5.22e-08	4.34e-08	273	0	0	623.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-12-08 17:56:21	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.6	016.7		g	55.7	8.14e-06	9	1	6.77e-08	5.39e-08	4.55e-08	273	0	0	673.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-12-17 22:37:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	018.6		b	56.9	8.07e-06	10	1	8.42e-08	1.49e-07	5.22e-08	273	0	0	698.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2014-12-17 22:49:23	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	018.4		g	56.9	8.06e-06	11	1	8.20e-08	1.63e-07	5.20e-08	273	0	0	698.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-09 15:36:37	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	019.4		g	57.3	7.89e-06	12	1	2.12e-07	1.31e-07	7.83e-08	273	0	0	723.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-12 14:36:59	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	018.2		g	58.4	7.65e-06	13	1	1.92e-07	1.04e-07	6.96e-08	273	0	0	748.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-13 14:48:15	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.7	020.7		g	59.2	7.38e-06	14	1	1.81e-07	1.13e-07	6.10e-08	273	0	0	773.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-14 19:15:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	019.3		g	59.9	7.11e-06	15	1	1.77e-07	8.72e-08	7.06e-08	273	0	0	788.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-19 15:45:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	3.7	019.4		g	60.6	6.83e-06	16	1	2.40e-07	3.71e-07	4.81e-08	273	0	0	803.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-20 17:23:02	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	018.4		g	61.1	6.36e-06	17	1	1.33e-07	1.49e-07	3.33e-08	273	0	0	818.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-21 10:40:31	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	021.8		g	61.3	6.13e-06	18	1	1.08e-07	4.60e-08	3.86e-08	273	0	0	823.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-22 10:33:24	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	021.6		g	61.8	5.59e-06	19	1	7.87e-08	4.94e-08	3.44e-08	273	0	0	828.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-28 16:19:06	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	023.1		g	63.6	4.47e-06	20	1	4.34e-08	9.88e-08	2.50e-08	273	0	0	833.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-29 16:40:45	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.2	019.3		g	61.8	3.79e-06	21	1	6.29e-08	4.72e-08	2.72e-08	273	0	0	838.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-01-30 16:38:46	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	017.6		g	61.3	2.81e-06	22	1	3.64e-08	4.87e-08	1.82e-08	273	0	0	843.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-02 17:27:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.8	016.7		g	60.1	2.09e-06	23	1	3.24e-08	5.26e-08	1.94e-08	273	0	0	846.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-03 16:33:36	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	017.3		g	59.3	1.51e-06	24	1	2.30e-08	2.40e-08	1.25e-08	273	0	0	849.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-04 18:56:47	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	014.1		g	61.1	1.12e-06	25	1	2.11e-08	1.15e-08	9.50e-09	273	0	0	852.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-05 18:27:51	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.4	012.1		g	60.1	1.05e-06	26	1	2.04e-08	1.19e-08	9.89e-09	273	0	0	855.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-09 14:31:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.8	225.6		b	-34.7	1.13e-08	27	1	4.00e-10	2.70e-10	3.43e-10	273	0	0	858.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-10 11:31:25	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	013.5		g	60.4	5.91e-07	28	1	7.33e-09	5.81e-09	5.24e-09	273	0	0	863.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-10 17:58:18	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	015.2		g	61.7	4.15e-07	29	1	4.53e-09	5.78e-09	2.24e-09	273	0	0	883.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-12 16:10:42	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	026.8		g	58.8	3.42e-07	30	1	5.80e-09	5.51e-09	2.07e-09	273	0	0	903.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-13 19:23:49	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	016.9		g	69.0	2.70e-07	31	1	3.71e-09	2.85e-09	1.95e-09	273	0	0	923.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-17 11:53:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.8	013.3		g	72.6	1.97e-07	32	1	2.02e-09	2.10e-09	7.50e-10	273	0	0	933.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-18 10:25:13	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.9	034.7		g	68.4	1.45e-07	33	1	1.55e-09	1.57e-09	7.22e-10	273	0	0	943.0
This study	unknown	Z56.3	Z56	Z56.3a	Z56.3a:LP-DIR-T	hargrave 2015-02-19 12:24:59	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.9	305.6		g	48.2	6.17e-08	34	1	1.72e-09	1.10e-09	5.31e-10	273	0	0	953.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-11-10 11:22:43	LT-NO:LP-DIR-T	pmagpy-3.2.1	2.0	348.9		g	41.7	4.37e-06	1	1	7.09e-08	1.33e-07	1.92e-08	273	0	0	273
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-11-24 13:01:08	LT-LT-Z:LP-DIR-T	pmagpy-3.2.1	1.4	349.6		g	39.1	4.61e-06	2	1	1.91e-08	1.12e-07	2.41e-08	273	0	0	77
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-12-01 12:36:05	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.5	349.4		g	37.5	4.76e-06	3	1	1.57e-08	3.44e-08	2.43e-08	273	0	0	373.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-12-01 19:50:08	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.1	350.6		g	35.9	5.39e-06	4	1	5.70e-08	1.87e-07	3.03e-08	273	0	0	423.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-12-03 14:06:38	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.4	350.0		g	34.7	5.45e-06	5	1	1.93e-08	3.87e-08	2.70e-08	273	0	0	473.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-12-04 21:55:35	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	350.2		g	32.8	5.25e-06	6	1	1.61e-08	1.36e-07	2.72e-08	273	0	0	523.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-12-05 16:30:15	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.6	351.5		g	38.1	4.95e-06	7	1	4.09e-08	1.31e-07	2.34e-08	273	0	0	573.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-12-08 10:58:39	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	2.4	350.9		g	42.9	4.96e-06	8	1	4.39e-08	2.08e-07	1.99e-08	273	0	0	623.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-12-08 17:58:02	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	0.5	349.0		g	45.5	4.93e-06	9	1	2.37e-08	4.44e-08	1.94e-08	273	0	0	673.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-12-17 22:39:19	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.5	352.2		b	47.3	4.83e-06	10	1	4.56e-08	1.17e-07	3.01e-08	273	0	0	698.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2014-12-17 22:51:04	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	351.7		g	47.0	4.83e-06	11	1	4.12e-08	9.00e-08	2.68e-08	273	0	0	698.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-09 15:38:12	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	351.3		g	48.3	4.67e-06	12	1	8.49e-08	7.03e-08	4.16e-08	273	0	0	723.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-12 14:38:41	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.1	349.8		g	49.2	4.44e-06	13	1	7.27e-08	4.73e-08	3.40e-08	273	0	0	748.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-13 14:50:10	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.0	349.2		g	49.9	4.24e-06	14	1	4.75e-08	6.35e-08	2.85e-08	273	0	0	773.0
This study	unknown	Z56.4	Z56	Z56.4a	Z56.4a:LP-DIR-T	hargrave 2015-01-14 19:17:14	LT-T-Z:LP-DIR-T	pmagpy-3.2.1	1.3	348.7		g	50.6	4.05e-06	15	1	7.75e-08	4.65e-08	4.24e-08	273	0	0	788.0
